Beat    Tag    Timestamp    Global_Rate    Window_Rate    Instant_Rate    Global_Accuracy    Window_Accuracy    Instant_Accuracy    Global_Power    Window_Power    Instant_Power
1155    1155    1637862296360806017    44.121361    99.342308    99.356972    1.000000    1.000000    1.000000    17.298540    16.143831    16.023313
1156    1156    1637862296370871671    44.142569    99.342110    99.347742    1.000000    1.000000    1.000000    17.298058    16.140667    16.043047
1157    1157    1637862296380936898    44.163762    99.341881    99.351957    1.000000    1.000000    1.000000    17.297592    16.138812    16.086176
1158    1158    1637862296391002009    44.184939    99.341774    99.353102    1.000000    1.000000    1.000000    17.297138    16.137429    16.113649
1159    1159    1637862296401067363    44.206100    99.341881    99.350703    1.000000    1.000000    1.000000    17.296689    16.136740    16.125388
1160    1160    1637862296411132259    44.227245    99.342155    99.355224    1.000000    1.000000    1.000000    17.296248    16.136379    16.147346
1161    1161    1637862296421197044    44.248373    99.342400    99.356320    1.000000    1.000000    1.000000    17.295782    16.134904    16.079302
1162    1162    1637862296431262783    44.269484    99.342545    99.346903    1.000000    1.000000    1.000000    17.295339    16.134877    16.141446
1163    1163    1637862296441329382    44.290578    99.342400    99.338416    1.000000    1.000000    1.000000    17.294900    16.135409    16.147646
1164    1164    1637862296451394501    44.311658    99.342484    99.353023    1.000000    1.000000    1.000000    17.294458    16.136484    16.142441
1165    1165    1637862296461459375    44.332722    99.342987    99.355442    1.000000    1.000000    1.000000    17.294003    16.137222    16.103416
1166    1166    1637862296471524561    44.353769    99.343056    99.352362    1.000000    1.000000    1.000000    17.293539    16.136628    16.081693
1167    1167    1637862296481591532    44.374798    99.342896    99.334745    1.000000    1.000000    1.000000    17.293067    16.137611    16.059137
1168    1168    1637862296491657007    44.395812    99.342964    99.349509    1.000000    1.000000    1.000000    17.292584    16.134743    16.029689
1169    1169    1637862296501722119    44.416812    99.343399    99.353092    1.000000    1.000000    1.000000    17.292122    16.135975    16.084844
1170    1170    1637862296511807325    44.437761    99.343239    99.155139    1.000000    1.000000    1.000000    17.291647    16.136354    16.051283
1171    1171    1637862296521872882    44.458728    99.343307    99.348700    1.000000    1.000000    1.000000    17.291205    16.140611    16.132643
1172    1172    1637862296531937665    44.479679    99.343864    99.356340    1.000000    1.000000    1.000000    17.290766    16.144893    16.141463
1173    1173    1637862296542002970    44.500614    99.345222    99.351187    1.000000    1.000000    1.000000    17.290336    16.150370    16.163366
1174    1174    1637862296552021904    44.521612    99.360596    99.811018    1.000000    1.000000    1.000000    17.289914    16.155548    16.178779
1175    1175    1637862296562086605    44.542516    99.359993    99.357149    1.000000    1.000000    1.000000    17.289466    16.155701    16.115822
1176    1176    1637862296572150535    44.563405    99.360573    99.364761    1.000000    1.000000    1.000000    17.289632    16.213056    17.724214
1177    1177    1637862296582216349    44.584275    99.360207    99.346163    1.000000    1.000000    1.000000    17.289181    16.213805    16.106460
1178    1178    1637862296592282068    44.605130    99.360069    99.347101    1.000000    1.000000    1.000000    17.288730    16.161375    16.105096
1179    1179    1637862296602347454    44.625969    99.360001    99.350388    1.000000    1.000000    1.000000    17.288265    16.158989    16.066214
1180    1180    1637862296612435723    44.646754    99.352844    99.125033    1.000000    1.000000    1.000000    17.287803    16.157825    16.076660
1181    1181    1637862296622508944    44.667548    99.349785    99.273112    1.000000    1.000000    1.000000    17.287439    16.166422    16.332439
1182    1182    1637862296632577369    44.688335    99.348686    99.320400    1.000000    1.000000    1.000000    17.287069    16.172460    16.314455
1183    1183    1637862296642645617    44.709106    99.347725    99.322146    1.000000    1.000000    1.000000    17.286696    16.178619    16.305648
1184    1184    1637862296652713349    44.729862    99.346939    99.327237    1.000000    1.000000    1.000000    17.286335    16.185263    16.335281
1185    1185    1637862296662780353    44.750604    99.346191    99.334420    1.000000    1.000000    1.000000    17.285971    16.195499    16.330399
1186    1186    1637862296672847375    44.771330    99.345741    99.334242    1.000000    1.000000    1.000000    17.285599    16.204218    16.304603
1187    1187    1637862296682914013    44.792041    99.345276    99.338031    1.000000    1.000000    1.000000    17.285159    16.205557    16.126363
1188    1188    1637862296692978932    44.812739    99.345345    99.354997    1.000000    1.000000    1.000000    17.284731    16.206982    16.156406
1189    1189    1637862296703043992    44.833421    99.345436    99.353605    1.000000    1.000000    1.000000    17.284302    16.207958    16.154663
1190    1190    1637862296713108914    44.854087    99.345436    99.354968    1.000000    1.000000    1.000000    17.283869    16.207805    16.142757
1191    1191    1637862296723174290    44.874737    99.345238    99.350486    1.000000    1.000000    1.000000    17.283432    16.209441    16.128385
1192    1192    1637862296733239986    44.895371    99.345245    99.347328    1.000000    1.000000    1.000000    17.283006    16.210049    16.159706
1193    1193    1637862296743305330    44.915990    99.345657    99.350802    1.000000    1.000000    1.000000    17.282565    16.209106    16.119340
1194    1194    1637862296753370794    44.936593    99.345551    99.349618    1.000000    1.000000    1.000000    17.282128    16.208582    16.126728
1195    1195    1637862296763437781    44.957178    99.344849    99.334587    1.000000    1.000000    1.000000    17.281673    16.207812    16.080332
1196    1196    1637862296773503096    44.977751    99.344810    99.351088    1.000000    1.000000    1.000000    17.281251    16.210635    16.166382
1197    1197    1637862296783569314    44.998306    99.345055    99.342176    1.000000    1.000000    1.000000    17.280825    16.213757    16.152805
1198    1198    1637862296793635036    45.018846    99.344978    99.347071    1.000000    1.000000    1.000000    17.280389    16.217079    16.129346
1199    1199    1637862296803700233    45.039372    99.344948    99.352253    1.000000    1.000000    1.000000    17.279955    16.218641    16.131704
1200    1200    1637862296814753910    45.058211    99.027367    90.467634    1.000000    1.000000    1.000000    17.279823    16.251259    16.959920
1201    1201    1637862296824820123    45.078704    99.027145    99.342225    1.000000    1.000000    1.000000    17.279394    16.251627    16.143718
1202    1202    1637862296834884807    45.099184    99.027176    99.357317    1.000000    1.000000    1.000000    17.278961    16.251280    16.131010
1203    1203    1637862296844950325    45.119648    99.027107    99.349085    1.000000    1.000000    1.000000    17.279138    16.304004    17.750220
1204    1204    1637862296855015818    45.140095    99.011894    99.349331    1.000000    1.000000    1.000000    17.278709    16.302707    16.140325
1205    1205    1637862296865080472    45.160529    99.011902    99.357613    1.000000    1.000000    1.000000    17.278332    16.308098    16.278117
1206    1206    1637862296875146576    45.180945    99.011192    99.343301    1.000000    1.000000    1.000000    17.277897    16.254952    16.124187
1207    1207    1637862296885211656    45.201348    99.011429    99.353408    1.000000    1.000000    1.000000    17.277447    16.254186    16.083379
1208    1208    1637862296895276686    45.221735    99.011658    99.353902    1.000000    1.000000    1.000000    17.277020    16.255482    16.144099
1209    1209    1637862296905341259    45.242107    99.011932    99.358413    1.000000    1.000000    1.000000    17.276583    16.257137    16.116027
1210    1210    1637862296915406663    45.262463    99.019402    99.350210    1.000000    1.000000    1.000000    17.276130    16.256954    16.070733
1211    1211    1637862296925472554    45.282803    99.021797    99.345403    1.000000    1.000000    1.000000    17.275696    16.249994    16.123012
1212    1212    1637862296935537836    45.303128    99.022820    99.351414    1.000000    1.000000    1.000000    17.275245    16.242104    16.076992
1213    1213    1637862296945603207    45.323438    99.023766    99.350536    1.000000    1.000000    1.000000    17.274823    16.236919    16.149616
1214    1214    1637862296955668708    45.343732    99.024490    99.349252    1.000000    1.000000    1.000000    17.274400    16.230793    16.150924
1215    1215    1637862296965733690    45.364012    99.025146    99.354375    1.000000    1.000000    1.000000    17.273980    16.225009    16.156305
1216    1216    1637862296975799556    45.384276    99.025528    99.345650    1.000000    1.000000    1.000000    17.273540    16.218221    16.100314
1217    1217    1637862296985864894    45.404525    99.025948    99.350861    1.000000    1.000000    1.000000    17.273100    16.217384    16.101158
1218    1218    1637862296995930590    45.424758    99.025696    99.347328    1.000000    1.000000    1.000000    17.272665    16.215982    16.114229
